LOCALIDAD;PARCELA;FECHA;COD_EJEMPLAR;RAMA;ELONGACION;LONG_ELONG
Camarate;CIR1;11/9/2014 0:00:00;4;R3;Elong 2;1.70
Camarate;CIR1;11/9/2014 0:00:00;5;R1;Elong 2;2.10
Camarate;CIR1;11/9/2014 0:00:00;5;R2;Elong 2;16.20
Camarate;CIR1;11/9/2014 0:00:00;7;R3;Elong 3;3.00
Camarate;CIR1;11/9/2014 0:00:00;4;R1;Elong 3;3.40
Camarate;CIR1;11/9/2014 0:00:00;7;R1;Elong 2;3.70
Camarate;CIR1;11/9/2014 0:00:00;7;R1;Elong 3;0.80
Camarate;CIR1;11/9/2014 0:00:00;7;R2;Elong 2;4.40
Camarate;CIR1;11/9/2014 0:00:00;1;R1;Elong 3;2.10
Camarate;CIR1;11/9/2014 0:00:00;10;R3;Elong 2;2.60
Camarate;CIR1;11/9/2014 0:00:00;1;R2;Elong 3;
Camarate;CIR1;11/9/2014 0:00:00;10;R1;Elong 2;1.80
Camarate;CIR1;11/9/2014 0:00:00;9;R3;Elong 2;1.80
Camarate;CIR1;11/9/2014 0:00:00;9;R2;Elong 2;5.40
Camarate;CIR1;11/9/2014 0:00:00;9;R1;Elong 2;4.60
Camarate;CIR1;11/9/2014 0:00:00;8;R3;Elong 2;18.20
Camarate;CIR1;11/9/2014 0:00:00;8;R2;Elong 2;4.50
Camarate;CIR1;11/9/2014 0:00:00;6;R2;Elong 2;1.60
Camarate;CIR1;11/9/2014 0:00:00;7;R3;Elong 2;1.60
Camarate;CIR1;11/9/2014 0:00:00;3;R3;Elong 3;6.60
Camarate;CIR1;11/9/2014 0:00:00;10;R3;Elong 3;4.00
Camarate;CIR1;11/9/2014 0:00:00;6;R3;Elong 2;2.80
Camarate;CIR1;11/9/2014 0:00:00;3;R1;Elong 2;2.90
Camarate;CIR1;11/9/2014 0:00:00;6;R1;Elong 2;3.60
Camarate;CIR1;11/9/2014 0:00:00;1;R3;Elong 3;12.60
Camarate;CIR1;11/9/2014 0:00:00;2;R1;Elong 3;2.00
Camarate;CIR1;11/9/2014 0:00:00;2;R3;Elong 3;3.20
Camarate;CIR1;11/9/2014 0:00:00;3;R1;Elong 3;7.20
Camarate;CIR1;11/9/2014 0:00:00;3;R2;Elong 3;7.00
Camarate;CIR1;11/9/2014 0:00:00;8;R1;Elong 2;5.00
Camarate;CIR2;11/9/2014 0:00:00;4;R2;Elong 2;5.20
Camarate;CIR2;11/9/2014 0:00:00;7;R2;Elong 3;2.20
Camarate;CIR2;11/9/2014 0:00:00;7;R1;Elong 3;6.60
Camarate;CIR2;11/9/2014 0:00:00;6;R3;Elong 3;1.70
Camarate;CIR2;11/9/2014 0:00:00;6;R2;Elong 3;5.20
Camarate;CIR2;11/9/2014 0:00:00;6;R1;Elong 3;2.00
Camarate;CIR2;11/9/2014 0:00:00;5;R3;Elong 3;10.00
Camarate;CIR2;11/9/2014 0:00:00;5;R2;Elong 3;3.50
Camarate;CIR2;11/9/2014 0:00:00;5;R1;Elong 3;1.20
Camarate;CIR1;11/9/2014 0:00:00;10;R1;Elong 3;2.40
Camarate;CIR2;11/9/2014 0:00:00;4;R2;Elong 3;5.60
Camarate;CIR2;11/9/2014 0:00:00;8;R2;Elong 3;1.90
Camarate;CIR2;11/9/2014 0:00:00;1;R1;Elong 3;4.10
Camarate;CIR2;11/9/2014 0:00:00;1;R2;Elong 3;7.00
Camarate;CIR2;11/9/2014 0:00:00;2;R1;Elong 3;2.30
Camarate;CIR2;11/9/2014 0:00:00;2;R2;Elong 3;2.90
Camarate;CIR2;11/9/2014 0:00:00;2;R3;Elong 3;5.40
Camarate;CIR2;11/9/2014 0:00:00;3;R1;Elong 3;4.10
Camarate;CIR2;11/9/2014 0:00:00;4;R1;Elong 3;2.90
Camarate;CIR2;11/9/2014 0:00:00;3;R3;Elong 3;4.90
Camarate;CIR2;11/9/2014 0:00:00;4;R3;Elong 3;2.70
Camarate;CIR2;11/9/2014 0:00:00;3;R2;Elong 3;2.10
Camarate;CIR1;11/9/2014 0:00:00;2;R2;Elong 2;4.00
Camarate;CIR1;11/9/2014 0:00:00;2;R1;Elong 2;2.30
Camarate;CIR1;11/9/2014 0:00:00;1;R3;Elong 2;1.30
Camarate;CIR1;11/9/2014 0:00:00;8;R1;Elong 3;3.40
Camarate;CIR1;11/9/2014 0:00:00;8;R2;Elong 3;8.60
Camarate;CIR1;11/9/2014 0:00:00;8;R3;Elong 3;4.90
Camarate;CIR1;11/9/2014 0:00:00;9;R1;Elong 3;1.60
Camarate;CIR1;11/9/2014 0:00:00;9;R2;Elong 3;3.20
Camarate;CIR2;11/9/2014 0:00:00;7;R3;Elong 3;0.90
Camarate;CIR1;11/9/2014 0:00:00;10;R2;Elong 3;
Camarate;CIR2;11/9/2014 0:00:00;8;R1;Elong 3;4.40
Camarate;CIR1;11/9/2014 0:00:00;1;R2;Elong 2;
Camarate;CIR1;11/9/2014 0:00:00;1;R1;Elong 2;1.40
Camarate;CIR2;11/9/2014 0:00:00;10;R3;Elong 3;0.90
Camarate;CIR2;11/9/2014 0:00:00;10;R2;Elong 3;1.90
Camarate;CIR2;11/9/2014 0:00:00;9;R3;Elong 3;1.10
Camarate;CIR2;11/9/2014 0:00:00;9;R2;Elong 3;2.20
Camarate;CIR2;11/9/2014 0:00:00;9;R1;Elong 3;1.20
Camarate;CIR2;11/9/2014 0:00:00;8;R3;Elong 3;3.00
Camarate;CIR1;11/9/2014 0:00:00;2;R3;Elong 2;10.60
Camarate;CIR1;11/9/2014 0:00:00;9;R3;Elong 3;4.50
Camarate;CIR2;11/9/2014 0:00:00;2;R1;Elong 2;7.30
Camarate;CIR1;11/9/2014 0:00:00;8;R2;Elong 1;9.40
Camarate;CIR2;11/9/2014 0:00:00;9;R2;Elong 1;2.10
Camarate;CIR2;11/9/2014 0:00:00;9;R3;Elong 1;4.60
Camarate;CIR2;11/9/2014 0:00:00;10;R2;Elong 1;1.80
Camarate;CIR2;11/9/2014 0:00:00;10;R3;Elong 1;2.10
Camarate;CIR2;11/9/2014 0:00:00;4;R1;Elong 2;3.60
Camarate;CIR2;11/9/2014 0:00:00;3;R3;Elong 2;4.80
Camarate;CIR2;11/9/2014 0:00:00;3;R2;Elong 2;1.90
Camarate;CIR2;11/9/2014 0:00:00;3;R1;Elong 2;9.80
Camarate;CIR2;11/9/2014 0:00:00;8;R3;Elong 1;1.80
Camarate;CIR2;11/9/2014 0:00:00;2;R2;Elong 2;2.20
Camarate;CIR2;11/9/2014 0:00:00;8;R2;Elong 1;2.60
Camarate;CIR2;11/9/2014 0:00:00;1;R2;Elong 2;4.40
Camarate;CIR2;11/9/2014 0:00:00;1;R1;Elong 2;2.30
Camarate;CIR1;11/9/2014 0:00:00;10;R3;Elong 1;3.40
Camarate;CIR1;11/9/2014 0:00:00;10;R2;Elong 2;
Camarate;CIR1;11/9/2014 0:00:00;10;R1;Elong 1;10.40
Camarate;CIR2;11/9/2014 0:00:00;4;R3;Elong 2;4.50
Camarate;CIR1;11/9/2014 0:00:00;9;R2;Elong 1;4.90
Camarate;CIR1;11/9/2014 0:00:00;9;R1;Elong 1;7.50
Camarate;CIR1;11/9/2014 0:00:00;8;R3;Elong 1;11.60
Camarate;CIR2;11/9/2014 0:00:00;2;R3;Elong 2;3.10
Camarate;CIR2;11/9/2014 0:00:00;5;R1;Elong 1;0.90
Camarate;CIR2;11/9/2014 0:00:00;1;R1;Elong 1;2.10
Camarate;CIR2;11/9/2014 0:00:00;1;R2;Elong 1;12.00
Camarate;CIR2;11/9/2014 0:00:00;2;R1;Elong 1;3.50
Camarate;CIR2;11/9/2014 0:00:00;2;R2;Elong 1;3.70
Camarate;CIR2;11/9/2014 0:00:00;2;R3;Elong 1;5.20
Camarate;CIR2;11/9/2014 0:00:00;3;R1;Elong 1;17.00
Camarate;CIR2;11/9/2014 0:00:00;3;R2;Elong 1;6.40
Camarate;CIR2;11/9/2014 0:00:00;3;R3;Elong 1;4.00
Camarate;CIR2;11/9/2014 0:00:00;4;R1;Elong 1;9.80
Camarate;CIR2;11/9/2014 0:00:00;9;R1;Elong 1;2.30
Camarate;CIR2;11/9/2014 0:00:00;4;R3;Elong 1;6.00
Camarate;CIR1;11/9/2014 0:00:00;9;R3;Elong 1;1.90
Camarate;CIR2;11/9/2014 0:00:00;5;R2;Elong 1;3.40
Camarate;CIR2;11/9/2014 0:00:00;5;R3;Elong 1;3.60
Camarate;CIR2;11/9/2014 0:00:00;6;R1;Elong 1;3.60
Camarate;CIR2;11/9/2014 0:00:00;6;R2;Elong 1;4.10
Camarate;CIR2;11/9/2014 0:00:00;6;R3;Elong 1;2.10
Camarate;CIR2;11/9/2014 0:00:00;7;R1;Elong 1;2.10
Camarate;CIR2;11/9/2014 0:00:00;7;R2;Elong 1;2.10
Camarate;CIR2;11/9/2014 0:00:00;7;R3;Elong 1;0.70
Camarate;CIR2;11/9/2014 0:00:00;8;R1;Elong 1;5.60
Camarate;CIR2;11/9/2014 0:00:00;4;R2;Elong 1;8.40
Camarate;CIR1;11/9/2014 0:00:00;8;R1;Elong 1;8.60
Camarate;CIR1;11/9/2014 0:00:00;1;R1;Elong 1;7.40
Camarate;CIR1;11/9/2014 0:00:00;1;R2;Elong 1;
Camarate;CIR1;11/9/2014 0:00:00;1;R3;Elong 1;5.20
Camarate;CIR1;11/9/2014 0:00:00;2;R1;Elong 1;6.00
Camarate;CIR1;11/9/2014 0:00:00;2;R2;Elong 1;1.20
Camarate;CIR1;11/9/2014 0:00:00;2;R3;Elong 1;13.40
Camarate;CIR1;11/9/2014 0:00:00;3;R1;Elong 1;3.70
Camarate;CIR1;11/9/2014 0:00:00;3;R2;Elong 1;2.60
Camarate;CIR1;11/9/2014 0:00:00;3;R3;Elong 1;3.00
Camarate;CIR2;11/9/2014 0:00:00;10;R3;Elong 2;1.80
Camarate;CIR1;11/9/2014 0:00:00;4;R2;Elong 1;4.80
Camarate;CIR1;11/9/2014 0:00:00;4;R1;Elong 1;4.10
Camarate;CIR1;11/9/2014 0:00:00;7;R3;Elong 1;2.40
Camarate;CIR1;11/9/2014 0:00:00;7;R2;Elong 1;4.80
Camarate;CIR1;11/9/2014 0:00:00;7;R1;Elong 1;2.60
Camarate;CIR1;11/9/2014 0:00:00;6;R3;Elong 1;4.60
Camarate;CIR1;11/9/2014 0:00:00;6;R2;Elong 1;4.20
Camarate;CIR1;11/9/2014 0:00:00;6;R1;Elong 1;2.60
Camarate;CIR1;11/9/2014 0:00:00;5;R2;Elong 1;4.20
Camarate;CIR1;11/9/2014 0:00:00;5;R1;Elong 1;3.80
Camarate;CIR1;11/9/2014 0:00:00;10;R2;Elong 1;
Camarate;CIR1;11/9/2014 0:00:00;4;R3;Elong 1;7.10
Camarate;CIR2;11/9/2014 0:00:00;7;R1;Elong 2;3.40
Camarate;CIR2;11/9/2014 0:00:00;10;R2;Elong 2;1.60
Camarate;CIR2;11/9/2014 0:00:00;5;R1;Elong 2;4.20
Camarate;CIR2;11/9/2014 0:00:00;5;R2;Elong 2;2.20
Camarate;CIR2;11/9/2014 0:00:00;5;R3;Elong 2;3.40
Camarate;CIR2;11/9/2014 0:00:00;6;R1;Elong 2;6.60
Camarate;CIR2;11/9/2014 0:00:00;6;R3;Elong 2;5.60
Camarate;CIR2;11/9/2014 0:00:00;7;R2;Elong 2;2.00
Camarate;CIR2;11/9/2014 0:00:00;7;R3;Elong 2;0.90
Camarate;CIR2;11/9/2014 0:00:00;8;R1;Elong 2;3.60
Camarate;CIR2;11/9/2014 0:00:00;8;R2;Elong 2;2.00
Camarate;CIR2;11/9/2014 0:00:00;8;R3;Elong 2;4.10
Camarate;CIR2;11/9/2014 0:00:00;9;R1;Elong 2;3.10
Camarate;CIR2;11/9/2014 0:00:00;9;R2;Elong 2;4.20
Camarate;CIR2;11/9/2014 0:00:00;9;R3;Elong 2;1.70
Camarate;CIR2;11/9/2014 0:00:00;6;R2;Elong 2;14.20
Camarate;CSR2;16/9/2014 0:00:00;1;R3;Elong 3;17.50
Camarate;CSR2;16/9/2014 0:00:00;2;R3;Elong 3;0.70
Camarate;CSR2;16/9/2014 0:00:00;2;R3;Elong 2;1.60
Camarate;CSR2;16/9/2014 0:00:00;2;R2;Elong 2;6.00
Camarate;CSR2;16/9/2014 0:00:00;2;R1;Elong 2;4.10
Camarate;CSR2;16/9/2014 0:00:00;1;R3;Elong 2;10.60
Camarate;CSR2;16/9/2014 0:00:00;1;R2;Elong 2;3.20
Camarate;CSR2;16/9/2014 0:00:00;2;R2;Elong 3;2.20
Camarate;CSR2;16/9/2014 0:00:00;3;R1;Elong 3;4.10
Camarate;CSR2;16/9/2014 0:00:00;1;R1;Elong 2;3.80
Camarate;CSR2;16/9/2014 0:00:00;6;R1;Elong 3;8.20
Camarate;CSR2;16/9/2014 0:00:00;1;R2;Elong 3;1.90
Camarate;CSR2;16/9/2014 0:00:00;2;R1;Elong 3;8.70
Camarate;CSR2;16/9/2014 0:00:00;6;R2;Elong 3;2.00
Camarate;CSR2;16/9/2014 0:00:00;1;R1;Elong 3;7.80
Camarate;CSR2;16/9/2014 0:00:00;10;R2;Elong 3;1.70
Camarate;CSR2;16/9/2014 0:00:00;9;R2;Elong 3;2.70
Camarate;CSR2;16/9/2014 0:00:00;9;R1;Elong 3;2.10
Camarate;CSR2;16/9/2014 0:00:00;8;R3;Elong 3;8.70
Camarate;CSR2;16/9/2014 0:00:00;8;R2;Elong 3;5.40
Camarate;CSR2;16/9/2014 0:00:00;5;R2;Elong 3;1.60
Camarate;CSR2;16/9/2014 0:00:00;6;R3;Elong 3;4.30
Camarate;CSR2;16/9/2014 0:00:00;3;R2;Elong 3;5.00
Camarate;CSR2;16/9/2014 0:00:00;5;R3;Elong 3;2.90
Camarate;CSR2;16/9/2014 0:00:00;10;R3;Elong 3;5.60
Camarate;CSR2;16/9/2014 0:00:00;4;R3;Elong 3;5.10
Camarate;CSR2;16/9/2014 0:00:00;4;R2;Elong 3;8.40
Camarate;CSR2;16/9/2014 0:00:00;4;R1;Elong 3;6.80
Camarate;CSR2;16/9/2014 0:00:00;3;R3;Elong 3;2.30
Camarate;CSR2;16/9/2014 0:00:00;8;R1;Elong 3;6.90
Camarate;CSR1;16/9/2014 0:00:00;8;R1;Elong 3;
Camarate;CSR2;16/9/2014 0:00:00;4;R1;Elong 2;10.70
Camarate;CSR2;16/9/2014 0:00:00;8;R3;Elong 2;5.30
Camarate;CSR2;16/9/2014 0:00:00;9;R1;Elong 2;5.00
Camarate;CSR2;16/9/2014 0:00:00;9;R2;Elong 2;3.70
Camarate;CSR2;16/9/2014 0:00:00;10;R1;Elong 2;4.10
Camarate;CSR2;16/9/2014 0:00:00;10;R2;Elong 2;2.10
Camarate;CSR2;16/9/2014 0:00:00;10;R3;Elong 2;2.60
Camarate;CSR1;16/9/2014 0:00:00;10;R2;Elong 3;21.00
Camarate;CSR1;16/9/2014 0:00:00;10;R1;Elong 3;
Camarate;CSR1;16/9/2014 0:00:00;9;R3;Elong 3;42.00
Camarate;CSR1;16/9/2014 0:00:00;9;R2;Elong 3;41.00
Camarate;CSR1;16/9/2014 0:00:00;9;R1;Elong 3;26.00
Camarate;CSR2;16/9/2014 0:00:00;8;R1;Elong 2;7.30
Camarate;CSR1;16/9/2014 0:00:00;8;R2;Elong 3;31.00
Camarate;CSR2;16/9/2014 0:00:00;6;R3;Elong 2;6.10
Camarate;CSR1;16/9/2014 0:00:00;7;R3;Elong 3;26.00
Camarate;CSR1;16/9/2014 0:00:00;7;R2;Elong 3;26.00
Camarate;CSR1;16/9/2014 0:00:00;7;R1;Elong 3;52.00
Camarate;CSR1;16/9/2014 0:00:00;6;R3;Elong 3;104.00
Camarate;CSR1;16/9/2014 0:00:00;6;R2;Elong 3;19.00
Camarate;CSR1;16/9/2014 0:00:00;6;R1;Elong 3;68.00
Camarate;CSR1;16/9/2014 0:00:00;5;R3;Elong 3;121.00
Camarate;CSR1;16/9/2014 0:00:00;5;R2;Elong 3;64.00
Camarate;CSR1;16/9/2014 0:00:00;5;R1;Elong 3;89.00
Camarate;CSR1;16/9/2014 0:00:00;4;R3;Elong 3;25.00
Camarate;CSR1;16/9/2014 0:00:00;4;R2;Elong 3;18.00
Camarate;CSR1;16/9/2014 0:00:00;4;R1;Elong 3;52.00
Camarate;CSR1;16/9/2014 0:00:00;3;R3;Elong 3;17.00
Camarate;CSR1;16/9/2014 0:00:00;8;R3;Elong 3;38.00
Camarate;CSR2;16/9/2014 0:00:00;4;R1;Elong 1;27.50
Camarate;CSR2;16/9/2014 0:00:00;3;R1;Elong 2;4.40
Camarate;CSR2;16/9/2014 0:00:00;3;R2;Elong 2;2.10
Camarate;CSR2;16/9/2014 0:00:00;3;R3;Elong 2;2.40
Camarate;CSR2;16/9/2014 0:00:00;4;R2;Elong 2;15.20
Camarate;CSR1;16/9/2014 0:00:00;3;R2;Elong 3;20.00
Camarate;CSR2;16/9/2014 0:00:00;1;R1;Elong 1;5.60
Camarate;CSR2;16/9/2014 0:00:00;1;R2;Elong 1;2.30
Camarate;CSR2;16/9/2014 0:00:00;1;R3;Elong 1;12.20
Camarate;CSR2;16/9/2014 0:00:00;2;R1;Elong 1;8.10
Camarate;CSR2;16/9/2014 0:00:00;2;R2;Elong 1;5.80
Camarate;CSR2;16/9/2014 0:00:00;2;R3;Elong 1;2.60
Camarate;CSR2;16/9/2014 0:00:00;3;R1;Elong 1;0.70
Camarate;CSR2;16/9/2014 0:00:00;8;R2;Elong 2;2.80
Camarate;CSR2;16/9/2014 0:00:00;3;R3;Elong 1;2.10
Camarate;CSR1;16/9/2014 0:00:00;9;R1;Elong 2;27.00
Camarate;CSR2;16/9/2014 0:00:00;4;R2;Elong 1;15.40
Camarate;CSR1;16/9/2014 0:00:00;10;R3;Elong 3;7.00
Camarate;CSR1;16/9/2014 0:00:00;1;R1;Elong 3;88.00
Camarate;CSR1;16/9/2014 0:00:00;1;R2;Elong 3;36.00
Camarate;CSR1;16/9/2014 0:00:00;2;R1;Elong 3;34.00
Camarate;CSR1;16/9/2014 0:00:00;2;R2;Elong 3;30.00
Camarate;CSR1;16/9/2014 0:00:00;2;R3;Elong 3;32.00
Camarate;CSR1;16/9/2014 0:00:00;3;R1;Elong 3;46.00
Camarate;CSR2;16/9/2014 0:00:00;4;R3;Elong 2;4.00
Camarate;CSR2;16/9/2014 0:00:00;5;R2;Elong 2;2.00
Camarate;CSR2;16/9/2014 0:00:00;5;R3;Elong 2;3.60
Camarate;CSR2;16/9/2014 0:00:00;6;R1;Elong 2;15.40
Camarate;CSR2;16/9/2014 0:00:00;6;R2;Elong 2;4.00
Camarate;CSR2;16/9/2014 0:00:00;3;R2;Elong 1;1.10
Camarate;CSR1;16/9/2014 0:00:00;9;R3;Elong 2;25.00
Camarate;CSR1;16/9/2014 0:00:00;7;R3;Elong 1;33.00
Camarate;CSR1;16/9/2014 0:00:00;2;R3;Elong 1;119.00
Camarate;CSR1;16/9/2014 0:00:00;2;R2;Elong 1;32.00
Camarate;CSR1;16/9/2014 0:00:00;2;R1;Elong 1;32.00
Camarate;CSR1;16/9/2014 0:00:00;1;R2;Elong 1;12.00
Camarate;CSR1;16/9/2014 0:00:00;1;R1;Elong 1;41.00
Camarate;CSR1;16/9/2014 0:00:00;10;R3;Elong 1;52.00
Camarate;CSR2;16/9/2014 0:00:00;6;R3;Elong 1;3.00
Camarate;CSR2;16/9/2014 0:00:00;8;R1;Elong 1;5.00
Camarate;CSR2;16/9/2014 0:00:00;8;R2;Elong 1;16.80
Camarate;CSR2;16/9/2014 0:00:00;8;R3;Elong 1;1.20
Camarate;CSR2;16/9/2014 0:00:00;9;R1;Elong 1;1.90
Camarate;CSR2;16/9/2014 0:00:00;9;R2;Elong 1;8.40
Camarate;CSR1;16/9/2014 0:00:00;10;R1;Elong 2;
Camarate;CSR1;16/9/2014 0:00:00;4;R3;Elong 1;26.00
Camarate;CSR1;16/9/2014 0:00:00;7;R2;Elong 1;24.00
Camarate;CSR1;16/9/2014 0:00:00;7;R1;Elong 1;46.00
Camarate;CSR1;16/9/2014 0:00:00;6;R3;Elong 1;116.00
Camarate;CSR1;16/9/2014 0:00:00;6;R1;Elong 1;54.00
Camarate;CSR1;16/9/2014 0:00:00;6;R3;Elong 2;106.00
Camarate;CSR2;16/9/2014 0:00:00;10;R1;Elong 1;7.70
Camarate;CSR1;16/9/2014 0:00:00;5;R1;Elong 1;61.00
Camarate;CSR2;16/9/2014 0:00:00;10;R2;Elong 1;1.90
Camarate;CSR1;16/9/2014 0:00:00;4;R2;Elong 1;20.00
Camarate;CSR1;16/9/2014 0:00:00;4;R1;Elong 1;119.00
Camarate;CSR1;16/9/2014 0:00:00;3;R3;Elong 1;30.00
Camarate;CSR1;16/9/2014 0:00:00;3;R2;Elong 1;44.00
Camarate;CSR1;16/9/2014 0:00:00;3;R1;Elong 1;34.00
Camarate;CSR2;16/9/2014 0:00:00;6;R2;Elong 1;21.00
Camarate;CSR1;16/9/2014 0:00:00;5;R2;Elong 1;27.00
Camarate;CSR1;16/9/2014 0:00:00;3;R3;Elong 2;26.00
Camarate;CSR1;16/9/2014 0:00:00;7;R1;Elong 2;27.00
Camarate;CSR1;16/9/2014 0:00:00;7;R2;Elong 2;27.00
Camarate;CSR1;16/9/2014 0:00:00;7;R3;Elong 2;16.00
Camarate;CSR1;16/9/2014 0:00:00;8;R1;Elong 2;
Camarate;CSR1;16/9/2014 0:00:00;8;R2;Elong 2;22.00
Camarate;CSR1;16/9/2014 0:00:00;8;R3;Elong 2;31.00
Camarate;CSR1;16/9/2014 0:00:00;6;R2;Elong 2;16.00
Camarate;CSR1;16/9/2014 0:00:00;6;R1;Elong 2;76.00
Camarate;CSR2;16/9/2014 0:00:00;10;R3;Elong 1;7.90
Camarate;CSR1;16/9/2014 0:00:00;5;R3;Elong 2;72.00
Camarate;CSR1;16/9/2014 0:00:00;5;R2;Elong 2;6.00
Camarate;CSR1;16/9/2014 0:00:00;5;R1;Elong 2;85.00
Camarate;CSR1;16/9/2014 0:00:00;4;R3;Elong 2;28.00
Camarate;CSR1;16/9/2014 0:00:00;10;R2;Elong 2;6.00
Camarate;CSR1;16/9/2014 0:00:00;1;R2;Elong 2;23.00
Camarate;CSR1;16/9/2014 0:00:00;9;R2;Elong 2;30.00
Camarate;CSR2;16/9/2014 0:00:00;6;R1;Elong 1;16.60
Camarate;CSR2;16/9/2014 0:00:00;5;R3;Elong 1;4.80
Camarate;CSR2;16/9/2014 0:00:00;5;R2;Elong 1;2.50
Camarate;CSR2;16/9/2014 0:00:00;4;R3;Elong 1;13.80
Camarate;CSR1;16/9/2014 0:00:00;4;R2;Elong 2;14.00
Camarate;CSR1;16/9/2014 0:00:00;1;R1;Elong 2;111.00
Camarate;CSR1;16/9/2014 0:00:00;4;R1;Elong 2;21.00
Camarate;CSR1;16/9/2014 0:00:00;2;R1;Elong 2;58.00
Camarate;CSR1;16/9/2014 0:00:00;2;R2;Elong 2;31.00
Camarate;CSR1;16/9/2014 0:00:00;2;R3;Elong 2;110.00
Camarate;CSR1;16/9/2014 0:00:00;3;R1;Elong 2;40.00
Camarate;CSR1;16/9/2014 0:00:00;3;R2;Elong 2;19.00
Camarate;CSR1;16/9/2014 0:00:00;6;R2;Elong 1;32.00
Camarate;CSR1;16/9/2014 0:00:00;10;R3;Elong 2;21.00
Camarate;CSR1;16/9/2014 0:00:00;8;R1;Elong 1;
Camarate;CSR1;16/9/2014 0:00:00;8;R2;Elong 1;34.00
Camarate;CSR1;16/9/2014 0:00:00;8;R3;Elong 1;16.00
Camarate;CSR1;16/9/2014 0:00:00;9;R1;Elong 1;54.00
Camarate;CSR1;16/9/2014 0:00:00;9;R2;Elong 1;14.00
Camarate;CSR1;16/9/2014 0:00:00;9;R3;Elong 1;26.00
Camarate;CSR1;16/9/2014 0:00:00;10;R1;Elong 1;
Camarate;CSR1;16/9/2014 0:00:00;10;R2;Elong 1;17.00
Camarate;CSR1;16/9/2014 0:00:00;5;R3;Elong 1;166.00
Camarate;CIR2;22/9/2015 0:00:00;7;R3;Elong 1;2.80
Camarate;CIR2;22/9/2015 0:00:00;8;R1;Elong 1;2.00
Camarate;CIR2;22/9/2015 0:00:00;8;R2;Elong 1;1.60
Camarate;CIR2;22/9/2015 0:00:00;8;R3;Elong 1;3.50
Camarate;CIR2;22/9/2015 0:00:00;9;R1;Elong 1;2.00
Camarate;CIR2;22/9/2015 0:00:00;9;R2;Elong 1;2.40
Camarate;CIR2;22/9/2015 0:00:00;9;R3;Elong 1;2.00
Camarate;CIR2;22/9/2015 0:00:00;10;R1;Elong 1;2.50
Camarate;CIR2;22/9/2015 0:00:00;10;R2;Elong 1;1.80
Camarate;CIR2;22/9/2015 0:00:00;7;R2;Elong 1;2.00
Camarate;CIR2;22/9/2015 0:00:00;1;R2;Elong 1;2.50
Camarate;CIR2;22/9/2015 0:00:00;5;R3;Elong 1;4.20
Camarate;CIR1;22/9/2015 0:00:00;10;R3;Elong 2;28.80
Camarate;CIR2;22/9/2015 0:00:00;10;R3;Elong 1;1.90
Camarate;CIR2;22/9/2015 0:00:00;4;R3;Elong 1;2.50
Camarate;CIR2;22/9/2015 0:00:00;2;R1;Elong 1;4.70
Camarate;CIR2;22/9/2015 0:00:00;2;R2;Elong 1;5.30
Camarate;CIR2;22/9/2015 0:00:00;2;R3;Elong 1;2.60
Camarate;CIR2;22/9/2015 0:00:00;3;R1;Elong 1;12.00
Camarate;CIR2;22/9/2015 0:00:00;3;R2;Elong 1;5.00
Camarate;CIR2;22/9/2015 0:00:00;3;R3;Elong 1;1.60
Camarate;CIR2;22/9/2015 0:00:00;6;R2;Elong 1;3.00
Camarate;CIR2;22/9/2015 0:00:00;4;R2;Elong 1;6.40
Camarate;CIR2;22/9/2015 0:00:00;7;R1;Elong 1;2.60
Camarate;CIR2;22/9/2015 0:00:00;5;R1;Elong 1;1.40
Camarate;CIR2;22/9/2015 0:00:00;5;R2;Elong 1;5.00
Camarate;CIR1;22/9/2015 0:00:00;8;R2;Elong 2;2.20
Camarate;CIR2;22/9/2015 0:00:00;6;R1;Elong 1;2.40
Camarate;CIR1;22/9/2015 0:00:00;10;R2;Elong 2;29.60
Camarate;CIR2;22/9/2015 0:00:00;6;R3;Elong 1;3.90
Camarate;CIR2;22/9/2015 0:00:00;4;R1;Elong 1;3.30
Camarate;CIR1;22/9/2015 0:00:00;4;R2;Elong 2;3.20
Camarate;CIR1;22/9/2015 0:00:00;9;R1;Elong 2;1.30
Camarate;CIR1;22/9/2015 0:00:00;5;R2;Elong 2;5.60
Camarate;CIR1;22/9/2015 0:00:00;5;R1;Elong 2;2.10
Camarate;CIR1;22/9/2015 0:00:00;10;R1;Elong 1;2.60
Camarate;CIR1;22/9/2015 0:00:00;10;R2;Elong 1;20.40
Camarate;CIR1;22/9/2015 0:00:00;2;R2;Elong 2;5.70
Camarate;CIR1;22/9/2015 0:00:00;10;R3;Elong 1;12.50
Camarate;CIR1;22/9/2015 0:00:00;2;R1;Elong 2;1.50
Camarate;CIR1;22/9/2015 0:00:00;4;R1;Elong 2;5.60
Camarate;CIR1;22/9/2015 0:00:00;3;R3;Elong 2;3.10
Camarate;CIR1;22/9/2015 0:00:00;3;R2;Elong 2;1.50
Camarate;CIR1;22/9/2015 0:00:00;3;R1;Elong 2;8.70
Camarate;CIR2;22/9/2015 0:00:00;1;R1;Elong 1;3.00
Camarate;CIR1;22/9/2015 0:00:00;9;R1;Elong 1;1.90
Camarate;CIR1;22/9/2015 0:00:00;4;R3;Elong 2;9.70
Camarate;CIR1;22/9/2015 0:00:00;6;R3;Elong 2;4.50
